  2.65586     1.09977
  4.14959     1.31393
  11.4295     1.54185
  14.0182     2.34163
  20.8418     2.68388
  25.2175     2.85492
  31.9388     2.74003
  40.5269     2.35355
  51.0652     2.06689
  60.6236     1.70889
  70.6959     1.4937
  79.3256     1.29293
  99.5342     1.14827
